Date,Open,High,Low,Close,Adj Close,Volume
2014-03-25,56.860001,59.590000,56.000000,58.029999,37.022636,6086330
2014-03-26,58.470001,59.869999,57.610001,59.500000,37.960487,5555170
2014-03-27,59.369999,59.939999,57.500000,57.549999,36.716396,3348060
2014-03-28,58.099998,59.509998,57.270000,58.000000,37.003494,2033430
2014-03-31,58.060001,58.349998,57.189999,57.900002,36.939697,4212980
2014-04-01,57.880001,58.189999,57.400002,57.759998,36.850380,1872590
2014-04-02,57.650002,59.700001,57.580002,59.500000,37.960487,4297060
2014-04-03,59.689999,59.970001,58.560001,59.439999,37.922203,1968260
2014-04-04,59.490002,59.779999,58.500000,58.599998,37.386292,1126610
2014-04-07,58.049999,58.200001,55.049999,56.250000,35.887012,5276960
2014-04-08,56.150002,57.759998,55.029999,57.139999,36.454823,6940830
2014-04-09,58.000000,58.889999,55.500000,58.189999,37.124718,5805790
2014-04-10,58.419998,63.000000,58.020000,62.000000,39.555466,5316280
2014-04-11,61.009998,62.560001,60.349998,61.669998,39.344925,2347250
2014-04-14,59.930000,61.400002,57.730000,58.700001,37.450092,6060900
2014-04-15,58.700001,59.150002,55.630001,56.040001,35.753036,4303060
2014-04-16,56.279999,57.970001,53.770000,56.099998,35.791317,4853800
2014-04-17,56.299999,57.230000,55.119999,56.430000,36.001854,3247820
2014-04-18,57.400002,58.180000,56.610001,57.049999,36.397408,2506240
2014-04-21,57.340000,57.430000,55.540001,56.000000,35.727516,1747640
2014-04-22,56.029999,56.650002,55.330002,55.860001,35.638199,2670400
2014-04-23,55.700001,56.889999,55.220001,55.650002,35.504215,2701820
2014-04-24,56.150002,56.580002,54.500000,55.200001,35.217117,3575520
2014-04-25,55.029999,56.520000,53.160000,53.900002,34.387733,5003840
2014-04-28,52.680000,54.669998,51.490002,53.900002,34.387733,7184920
2014-04-29,54.410000,55.270000,51.880001,52.919998,33.762501,7942840
2014-04-30,53.020000,53.830002,52.200001,52.790001,33.679565,7597950
2014-05-05,53.080002,55.180000,52.529999,52.910000,33.756123,2493200
2014-05-06,53.570000,54.360001,53.259998,54.310001,34.649311,2375920
2014-05-07,54.259998,56.939999,54.020000,55.599998,35.472321,3668420
2014-05-08,56.470001,58.849998,55.810001,58.029999,37.022636,7783590
2014-05-12,58.490002,58.980000,57.650002,58.169998,37.111958,3064472
2014-05-13,58.580002,59.759998,57.830002,59.490002,37.954105,2565695
2014-05-14,59.290001,59.849998,58.549999,59.290001,37.826504,1974300
2014-05-15,59.500000,60.150002,57.980000,58.000000,37.003494,2733740
2014-05-16,58.000000,59.419998,56.610001,58.209999,37.137478,4010690
2014-05-19,58.820000,60.000000,57.849998,59.490002,37.954105,2753760
2014-05-20,59.549999,60.009998,58.700001,59.750000,38.119984,2900080
2014-05-21,59.560001,61.470001,59.070000,60.490002,38.592102,3868520
2014-05-22,60.349998,61.459999,60.150002,60.500000,38.598476,4052620
2014-05-23,60.830002,62.000000,60.310001,62.000000,39.555466,3169890
2014-05-26,61.930000,62.900002,61.750000,62.540001,39.899979,2546670
2014-05-27,63.000000,63.000000,60.070000,61.000000,38.917473,3550560
2014-05-28,61.610001,61.799999,60.419998,61.750000,39.395966,1587409
2014-05-29,62.180000,64.489998,61.439999,63.639999,40.601765,9997680
2014-05-30,63.669998,65.750000,63.020000,65.750000,41.947929,13071030
2014-06-02,65.580002,66.190002,63.840000,65.449997,41.756531,8228660
2014-06-03,65.000000,65.650002,61.669998,63.200001,40.321056,7738000
2014-06-04,62.810001,64.489998,61.299999,64.010002,40.837833,4535879
2014-06-05,63.740002,65.300003,63.130001,65.300003,41.660835,2691420
2014-06-06,65.320000,65.500000,64.339996,65.339996,41.686352,4723670
2014-06-09,65.349998,65.949997,64.930000,65.660004,41.890514,2605060
2014-06-10,65.930000,65.930000,63.020000,63.880001,40.754890,2831340
2014-06-11,64.529999,65.650002,63.500000,65.650002,41.884129,2409960
2014-06-16,65.010002,66.250000,64.000000,65.650002,41.884129,7246180
2014-06-17,65.989998,66.720001,65.000000,66.300003,42.298828,2528190
2014-06-18,66.290001,67.690002,65.839996,66.959999,42.719902,1940390
2014-06-19,67.059998,68.800003,67.050003,67.500000,43.064419,4494260
2014-06-20,67.430000,68.470001,67.220001,68.309998,43.581192,2678410
2014-06-23,70.000000,70.930000,69.110001,69.800003,44.531796,3459220
2014-06-24,70.010002,70.239998,68.000000,68.360001,43.613087,3807150
2014-06-25,68.220001,69.339996,66.000000,66.180000,42.222263,5660700
2014-06-26,69.029999,69.029999,65.559998,65.970001,42.088291,3562740
2014-06-27,66.059998,66.230003,65.279999,66.169998,42.215881,5383650
2014-06-30,66.379997,68.849998,65.379997,67.449997,43.032513,11883130
2014-07-01,66.989998,67.470001,64.720001,65.050003,41.501335,6195230
2014-07-02,64.000000,66.029999,61.639999,65.750000,41.947929,57519900
2014-07-03,65.940002,66.180000,64.900002,65.599998,41.852230,9133070
2014-07-04,65.510002,66.110001,64.540001,64.540001,41.175961,5055540
2014-07-07,65.010002,66.000000,64.680000,65.919998,42.056389,4289715
2014-07-08,65.900002,66.769997,64.650002,65.000000,41.469437,12060533
2014-07-09,65.050003,65.699997,64.949997,65.250000,41.628933,5259850
2014-07-10,63.450001,64.349998,61.119999,62.270000,39.727718,9699140
2014-07-11,61.950001,62.759998,61.810001,62.119999,39.632019,3112550
2014-07-14,62.099998,62.500000,61.500000,61.709999,40.938938,2136210
2014-07-15,61.630001,62.160000,61.130001,61.639999,40.892498,3408590
2014-07-16,61.500000,62.209999,61.480000,61.799999,40.998642,3361970
2014-07-17,61.330002,61.490002,59.700001,61.490002,40.792988,8951364
2014-07-18,60.000000,61.119999,59.580002,60.930000,40.421478,7441016
2014-07-21,60.500000,61.119999,58.110001,58.750000,38.975246,7326540
2014-07-22,59.020000,60.200001,58.830002,60.099998,39.870850,5996360
2014-07-23,62.049999,62.049999,59.930000,61.430000,40.753185,6752540
2014-07-24,61.349998,61.590000,59.750000,59.799999,39.671822,3064473
2014-07-25,59.799999,59.980000,58.580002,58.700001,38.942078,4060310
2014-07-28,58.830002,59.049999,55.380001,55.500000,36.819180,9444640
2014-07-29,55.529999,56.880001,55.119999,56.490002,37.475945,6227400
2014-07-30,56.250000,58.299999,55.810001,58.000000,38.477692,8371200
2014-07-31,59.130001,59.130001,56.549999,56.939999,37.774475,8657510
2014-08-01,56.669998,57.790001,56.200001,57.480000,38.132721,1700600
2014-08-04,57.770000,58.930000,57.490002,58.560001,38.849205,2986450
2014-08-05,58.840000,59.700001,58.110001,59.200001,39.273781,2472440
2014-08-06,60.130001,60.130001,56.549999,56.830002,37.701504,4271947
2014-08-07,56.570000,57.580002,53.720001,56.009998,37.157509,9121690
2014-08-08,55.709999,59.000000,55.709999,58.500000,38.809399,5085970
2014-08-11,59.500000,59.889999,58.380001,59.000000,39.141102,3353070
2014-08-12,58.900002,59.599998,58.330002,58.650002,38.908909,5463160
2014-08-13,58.599998,61.000000,58.380001,60.709999,40.275528,10645930
2014-08-14,60.700001,60.700001,59.750000,59.799999,39.671822,8287380
2014-08-15,59.040001,60.799999,58.560001,60.599998,40.202557,3445450
2014-08-18,60.599998,62.160000,60.520000,61.799999,40.998642,6323150
2014-08-19,61.810001,64.080002,61.709999,63.799999,42.325462,7936570
2014-08-20,64.089996,65.300003,62.500000,64.000000,42.458141,3320930
2014-08-21,63.919998,65.099998,63.840000,64.989998,43.114914,2950675
2014-08-22,64.690002,65.500000,61.820000,64.250000,42.623993,4881530
2014-08-25,64.199997,65.360001,63.970001,64.940002,43.081749,979910
2014-08-26,64.980003,66.500000,64.980003,66.199997,43.917645,7045840
2014-08-27,66.430000,67.419998,65.730003,66.500000,44.116665,5259658
2014-08-28,66.220001,66.419998,63.700001,64.699997,42.922527,5620720
2014-08-29,65.000000,65.110001,62.049999,63.500000,42.126438,16454928
2014-09-01,63.049999,63.779999,60.250000,60.549999,40.169384,11130210
2014-09-02,60.639999,61.669998,60.049999,60.820000,40.348507,4283700
2014-09-03,60.980000,63.450001,60.660000,63.400002,42.060101,14403760
2014-09-04,63.470001,65.370003,63.110001,64.300003,42.657169,9890530
2014-09-05,64.000000,65.000000,63.369999,64.220001,42.604095,5253050
