Date,Open,High,Low,Close,Adj Close,Volume
2013-02-15,58.150002,58.150002,51.230000,55.000000,34.250130,6082550
2013-02-18,55.000000,56.599998,54.180000,56.020000,34.885311,2767350
2013-02-19,56.540001,56.599998,55.950001,56.000000,34.872860,1761630
2013-02-20,56.299999,56.500000,54.980000,55.400002,34.499222,1438600
2013-02-21,54.990002,55.389999,54.410000,54.700001,34.063309,47963
2013-02-22,55.820000,55.820000,53.889999,54.500000,33.938766,1234870
2013-02-25,54.759998,54.799999,54.070000,54.750000,34.094448,106000
2013-02-26,54.570000,54.740002,52.570000,54.400002,33.876488,1493030
2013-02-27,54.250000,54.250000,53.400002,54.200001,33.751945,2764760
2013-02-28,54.740002,54.740002,53.500000,53.889999,33.558895,361840
2013-03-01,53.700001,54.279999,52.500000,52.500000,32.693302,2356840
2013-03-04,52.500000,52.970001,52.299999,52.799999,32.880119,2048950
2013-03-05,52.880001,54.169998,52.700001,53.750000,33.471718,585420
2013-03-06,53.299999,54.200001,53.299999,53.799999,33.502853,1080540
2013-03-07,53.490002,54.200001,53.430000,53.990002,33.621170,573780
2013-03-11,53.980000,54.599998,53.270000,54.000000,33.627396,1553460
2013-03-12,53.520000,54.799999,53.279999,54.599998,34.001034,1707750
2013-03-13,54.230000,55.080002,54.220001,54.549999,33.969902,4383160
2013-03-14,54.799999,55.150002,54.299999,54.900002,34.187851,2690980
2013-03-15,55.000000,55.240002,54.160000,55.000000,34.250130,9059010
2013-03-18,52.900002,53.430000,51.099998,52.849998,32.911259,1143960
2013-03-19,53.200001,53.200001,51.869999,51.959999,32.357033,1408040
2013-03-20,49.410000,52.360001,49.410000,52.119999,32.456665,1013210
2013-03-21,52.570000,52.959999,51.950001,52.130001,32.462894,407400
2013-03-22,52.299999,52.299999,51.500000,51.939999,32.344570,456610
2013-03-25,52.380001,52.380001,51.700001,51.700001,32.195122,37600
2013-03-26,51.549999,51.799999,50.689999,51.490002,32.064350,338920
2013-03-27,51.380001,51.509998,50.549999,51.259998,31.921118,265600
2013-03-28,50.810001,50.880001,48.830002,48.869999,30.432795,628750
2013-03-29,49.639999,51.950001,49.119999,49.639999,30.912296,388660
2013-04-01,49.720001,50.000000,49.509998,49.630001,30.906073,79790
2013-04-02,49.980000,49.980000,48.380001,48.590000,30.258432,168380
2013-04-03,48.439999,48.720001,47.910000,48.230000,30.034250,133190
2013-04-04,47.950001,48.650002,47.700001,48.430000,30.158794,181760
2013-04-05,48.150002,48.759998,47.470001,48.500000,30.202385,123940
2013-04-08,48.070000,48.139999,47.500000,47.520000,29.592108,110530
2013-04-09,47.610001,47.820000,47.400002,47.400002,29.517385,209980
2013-04-10,47.369999,47.470001,46.869999,46.869999,29.187334,424170
2013-04-11,47.000000,47.130001,45.639999,45.750000,28.489878,602140
2013-04-12,45.790001,45.970001,45.310001,45.450001,28.303061,469350
2013-04-15,45.730000,46.200001,45.419998,45.660000,28.433834,1393630
2013-04-16,45.389999,45.490002,42.590000,43.389999,27.020235,578480
2013-04-17,43.880001,44.480000,43.110001,43.299999,26.964191,1034050
2013-04-18,43.500000,43.500000,42.580002,43.029999,26.796057,888600
2013-04-19,43.180000,43.570000,43.000000,43.380001,27.014011,1334260
2013-04-22,43.990002,44.049999,43.500000,43.549999,27.119869,472550
2013-04-23,43.709999,44.080002,43.630001,44.000000,27.400106,835730
2013-04-24,44.020000,44.500000,44.020000,44.459999,27.686556,456310
2013-04-25,44.419998,44.630001,44.009998,44.200001,27.524652,556250
2013-04-26,44.500000,44.950001,44.200001,44.689999,27.829786,822010
2013-04-29,44.910000,45.009998,44.400002,44.570000,27.755056,187190
2013-04-30,44.910000,45.009998,44.299999,44.410000,27.655420,323540
2013-05-02,44.549999,44.549999,43.750000,44.369999,27.630512,169640
2013-05-03,44.400002,45.750000,44.220001,44.980000,28.010374,173510
2013-05-06,45.290001,47.830002,45.290001,46.160000,28.745197,686090
2013-05-07,46.150002,49.900002,46.150002,47.500000,29.579659,477510
2013-05-08,47.349998,49.000000,47.009998,48.759998,30.364298,690540
2013-05-10,48.560001,49.330002,48.540001,48.599998,30.264654,738840
2013-05-13,49.270000,49.990002,48.630001,49.000000,30.513754,283630
2013-05-14,48.970001,50.130001,48.680000,49.080002,30.563576,595500
2013-05-15,50.000000,50.139999,49.619999,49.849998,31.043068,1074800
2013-05-16,49.990002,50.099998,49.900002,50.099998,31.198751,216910
2013-05-17,50.099998,50.290001,50.000000,50.090000,31.192524,23956
2013-05-20,49.990002,51.200001,49.990002,51.000000,31.759207,551120
2013-05-21,50.130001,51.500000,45.250000,51.340000,32.754475,877350
2013-05-22,51.349998,55.060001,51.349998,54.450001,34.738625,1902320
2013-05-23,54.349998,54.430000,53.500000,53.759998,34.298412,534080
2013-05-24,53.830002,53.930000,52.509998,52.509998,33.500923,503360
2013-05-27,53.290001,53.400002,52.810001,53.200001,33.941139,360070
2013-05-28,53.240002,53.970001,53.209999,53.790001,34.317551,256510
2013-05-29,53.380001,53.720001,52.799999,53.520000,34.145294,637050
2013-05-30,53.240002,53.590000,53.049999,53.500000,34.132538,827150
2013-05-31,53.680000,55.000000,53.369999,53.369999,34.049599,177920
2013-06-03,53.459999,53.610001,52.639999,52.680000,33.609383,691160
2013-06-04,52.869999,53.119999,52.450001,52.619999,33.571106,822880
2013-06-05,52.529999,52.759998,52.500000,52.500000,33.494549,299610
2013-06-06,52.500000,54.779999,52.500000,53.250000,33.973042,1753200
2013-06-07,53.180000,53.799999,53.080002,53.529999,34.151676,313380
2013-06-10,53.689999,53.709999,53.459999,53.500000,34.132538,331830
2013-06-11,53.500000,53.650002,52.180000,52.180000,33.290386,700110
2013-06-13,52.130001,52.150002,51.520000,51.520000,32.869316,431760
2013-06-14,51.770000,51.950001,51.490002,51.560001,32.894840,234920
2013-06-17,51.570000,54.000000,51.330002,52.750000,33.654041,1238970
2013-06-18,52.410000,52.860001,52.000000,52.619999,33.571106,224530
2013-06-19,52.810001,53.060001,52.270000,52.680000,33.609383,468670
2013-06-20,52.419998,52.419998,50.500000,50.500000,32.218563,1196240
2013-06-21,50.490002,51.299999,49.779999,49.779999,31.759207,988970
2013-06-24,50.490002,51.779999,49.790001,51.470001,32.837414,1859290
2013-06-25,51.490002,52.490002,51.299999,52.000000,33.175549,1878400
2013-06-26,52.090000,52.860001,51.830002,52.720001,33.634903,1598000
2013-06-27,52.779999,53.299999,52.439999,53.040001,33.839062,960730
2013-06-28,52.820000,54.759998,52.820000,53.209999,33.947514,1414550
2013-07-01,53.480000,54.009998,53.430000,53.900002,34.387733,521190
2013-07-02,53.990002,54.169998,53.599998,54.150002,34.547230,730030
2013-07-03,54.189999,54.200001,53.669998,53.730000,34.279278,393600
2013-07-04,54.230000,54.230000,53.849998,53.900002,34.387733,395250
2013-07-05,54.000000,54.080002,53.849998,53.889999,34.381355,340110
2013-07-08,53.889999,54.970001,53.840000,54.049999,34.483429,449050
2013-07-09,54.139999,54.150002,53.599998,53.599998,34.196331,472560
2013-07-10,53.730000,53.730000,53.259998,53.299999,34.004932,283160
2013-07-11,53.500000,54.490002,53.500000,54.180000,34.566368,1058510
2013-07-12,54.049999,54.200001,53.750000,53.900002,34.387733,355470
2013-07-15,53.990002,54.189999,53.799999,53.900002,34.387733,272370
2013-07-16,53.990002,54.029999,53.770000,53.860001,34.362209,454660
2013-07-17,54.000000,54.040001,53.900002,54.020000,34.464291,315530
2013-07-18,54.279999,54.279999,53.930000,53.930000,34.406868,494700
2013-07-19,53.580002,54.259998,53.279999,53.849998,34.355831,769940
2013-07-22,53.709999,54.099998,53.639999,53.939999,34.413250,627960
2013-07-23,53.970001,54.500000,53.889999,53.970001,34.432396,929170
2013-07-24,53.950001,54.380001,53.950001,54.240002,34.604649,663280
2013-07-25,54.500000,54.500000,53.950001,54.000000,34.451534,488120
2013-07-26,53.939999,54.430000,53.939999,54.430000,34.725868,337110
2013-07-29,54.430000,55.299999,54.299999,55.299999,35.280922,1142680
2013-07-30,54.740002,56.150002,54.740002,56.060001,35.765793,711920
2013-07-31,55.980000,56.299999,55.980000,56.279999,35.906147,1171510
2013-08-01,56.220001,60.500000,56.220001,60.500000,38.598476,2123960
2013-08-02,60.779999,62.299999,58.299999,59.000000,37.641491,1222090
2013-08-05,67.720001,67.720001,58.889999,59.900002,38.215679,1082550
2013-08-06,59.540001,59.900002,55.119999,56.400002,35.982716,968780
2013-08-07,56.349998,56.389999,55.770000,55.770000,35.580776,788450
2013-08-08,55.939999,56.799999,55.709999,56.040001,35.753036,371200
2013-08-09,55.810001,56.169998,55.810001,56.099998,35.791317,267510
2013-08-12,56.430000,56.430000,55.980000,56.090000,35.784935,659360
2013-08-13,55.970001,57.130001,55.970001,56.779999,36.225143,1000750
2013-08-14,56.840000,57.330002,56.810001,56.950001,36.333607,788730
2013-08-15,57.090000,57.240002,56.139999,56.369999,35.963566,478280
2013-08-16,56.209999,56.630001,55.930000,56.200001,35.855110,846490
2013-08-19,56.150002,56.380001,55.959999,56.200001,35.855110,536100
2013-08-20,56.160000,56.369999,56.000000,56.000000,35.727516,555760
2013-08-21,55.990002,56.279999,55.950001,56.279999,35.906147,474080
2013-08-22,56.180000,57.139999,56.119999,57.090000,36.422928,780280
2013-08-23,56.869999,57.709999,56.820000,57.299999,36.556904,1115950
2013-08-26,57.279999,57.279999,57.000000,57.279999,36.544140,224720
2013-08-27,57.150002,59.000000,57.049999,58.439999,37.284214,657690
2013-08-28,58.419998,59.290001,58.250000,58.900002,37.577694,367190
2013-08-29,59.070000,61.799999,59.070000,60.480000,38.585712,1704700
2013-08-30,60.330002,63.000000,59.470001,61.000000,38.917473,1528160
2013-09-02,61.000000,61.000000,61.000000,61.000000,38.917473,0
2013-09-03,61.000000,61.000000,61.000000,61.000000,38.917473,0
2013-09-04,61.000000,61.000000,61.000000,61.000000,38.917473,0
2013-09-05,61.000000,61.000000,61.000000,61.000000,38.917473,0
2013-09-06,63.000000,67.250000,63.000000,64.870003,41.386501,3951670
2013-09-09,65.610001,65.769997,63.070000,64.910004,41.412018,2158770
2013-09-10,65.279999,66.699997,64.550003,65.849998,42.011726,1636310
2013-09-11,65.220001,66.300003,63.730000,65.589996,41.845852,2324470
2013-09-12,65.580002,66.000000,64.629997,66.000000,42.107430,1089820
2013-09-13,65.820000,65.940002,64.160004,64.820000,41.354595,1691340
2013-09-16,65.680000,67.400002,65.339996,66.989998,42.739040,3580260
2013-09-17,66.360001,66.860001,65.870003,66.260002,42.273304,1826640
2013-09-18,66.400002,66.720001,65.349998,65.699997,41.916031,1457380
2013-09-19,66.290001,66.989998,65.050003,65.550003,41.820335,2442360
2013-09-20,65.489998,65.620003,62.570000,63.049999,40.225353,5449430
2013-09-23,63.230000,63.230000,60.000000,62.410000,39.817043,4619000
2013-09-24,62.020000,64.650002,60.070000,63.200001,40.321056,2886400
2013-09-25,63.240002,63.259998,60.349998,60.349998,38.502773,1222360
2013-09-26,60.980000,61.240002,59.939999,60.299999,38.470879,1002570
2013-09-27,60.599998,61.000000,59.360001,61.000000,38.917473,1047710
2013-09-30,60.509998,62.099998,60.419998,62.049999,39.587360,731700
2013-10-01,62.209999,64.849998,62.200001,64.699997,41.278038,782290
2013-10-02,64.599998,65.690002,63.980000,65.000000,41.469437,3599130
2013-10-03,64.980003,65.629997,63.090000,65.309998,41.667213,1194950
2013-10-04,65.379997,65.949997,64.080002,65.860001,42.018112,688550
2013-10-07,65.669998,65.730003,64.690002,64.900002,41.405636,365920
2013-10-08,64.709999,66.099998,64.190002,65.669998,41.896889,2397220
2013-10-09,65.540001,66.800003,65.190002,66.800003,42.617825,2476400
2013-10-10,66.800003,67.209999,65.900002,67.199997,42.873016,2318710
2013-10-11,67.620003,67.620003,66.820000,67.500000,43.064419,1336660
2013-10-14,66.809998,68.000000,66.050003,67.739998,43.217533,2896760
2013-10-15,68.070000,69.989998,67.559998,68.269997,43.555660,2737390
2013-10-16,68.419998,68.419998,67.239998,68.070000,43.428074,1314540
2013-10-17,68.290001,68.440002,67.029999,67.750000,43.223919,994470
2013-10-18,67.750000,69.080002,67.500000,68.099998,43.447208,1195620
2013-10-21,67.870003,68.440002,67.089996,68.000000,43.383411,2307140
2013-10-22,67.949997,68.349998,67.519997,67.989998,43.377026,3030100
2013-10-23,67.910004,67.910004,66.750000,66.750000,42.585918,883050
2013-10-24,66.860001,69.209999,65.650002,65.889999,42.037251,3659450
2013-10-25,66.150002,66.870003,65.589996,65.970001,42.088291,38673480
2013-10-28,66.000000,66.139999,64.580002,65.110001,41.539616,4243020
2013-10-29,64.989998,65.000000,62.709999,63.720001,40.652805,2682150
2013-10-30,63.570000,63.639999,62.290001,62.950001,40.161556,8513220
2013-10-31,62.439999,62.590000,61.200001,61.250000,39.076973,4204630
2013-11-01,61.020000,61.689999,60.900002,61.240002,39.070587,4307420
2013-11-05,61.919998,63.259998,60.660000,60.900002,38.853672,19579540
2013-11-06,60.939999,62.650002,60.700001,61.000000,38.917473,17809750
2013-11-07,61.869999,62.119999,60.840000,61.000000,38.917473,11602160
2013-11-08,62.029999,62.029999,60.599998,61.500000,39.236469,7913450
2013-11-11,61.930000,63.299999,61.040001,62.540001,39.899979,5309360
2013-11-12,62.540001,65.379997,62.540001,64.699997,41.278038,7026460
2013-11-13,64.550003,65.750000,63.700001,64.510002,41.156822,7211530
2013-11-14,65.089996,65.260002,64.660004,64.900002,41.405636,7621130
2013-11-15,64.989998,65.129997,63.910000,64.919998,41.418400,3930010
2013-11-18,65.040001,65.059998,64.489998,65.019997,41.482197,4140650
2013-11-19,65.000000,65.389999,64.809998,65.389999,41.718258,6190120
2013-11-20,65.000000,65.669998,64.699997,65.300003,41.660835,4181250
2013-11-21,65.000000,65.629997,64.300003,65.550003,41.820335,5256260
2013-11-22,65.629997,67.559998,64.889999,67.040001,42.770943,9088490
2013-11-25,67.000000,67.970001,65.930000,67.500000,43.064419,5113370
2013-11-26,67.500000,67.809998,64.900002,67.449997,43.032513,24918480
2013-11-27,67.480003,67.559998,66.620003,67.400002,43.000614,11967160
2013-11-28,67.379997,67.389999,65.529999,66.580002,42.477463,3462210
2013-11-29,66.279999,67.150002,65.750000,67.000000,42.745419,5663510
2013-12-02,66.930000,66.959999,66.239998,66.500000,42.426422,4219560
2013-12-03,66.309998,66.559998,64.059998,65.500000,41.788433,7251180
2013-12-04,65.500000,65.629997,64.500000,65.010002,41.475819,3573710
2013-12-05,64.930000,65.260002,61.480000,61.799999,39.427860,5690320
2013-12-06,62.450001,63.759998,62.049999,63.299999,40.384850,4083700
2013-12-09,63.740002,63.740002,62.520000,62.520000,39.887218,6151030
2013-12-10,62.930000,64.419998,62.430000,63.770000,40.684708,3767080
2013-12-11,63.520000,63.959999,63.150002,63.799999,40.703850,3154840
2013-12-12,63.259998,63.799999,62.830002,63.180000,40.308289,2570950
2013-12-13,63.090000,65.389999,63.090000,65.389999,41.718258,2655350
2013-12-16,64.000000,64.000000,63.400002,63.549999,40.544350,3642020
2013-12-17,63.900002,63.900002,63.070000,63.590000,40.569870,1784970
2013-12-18,63.369999,63.849998,63.070000,63.520000,40.525208,2249470
2013-12-19,63.720001,63.869999,61.630001,61.799999,39.427860,4655690
2013-12-20,62.369999,63.799999,62.360001,63.090000,40.250874,3814910
2013-12-23,63.389999,65.639999,63.389999,65.010002,41.475819,4472780
2013-12-24,64.459999,64.900002,63.889999,64.389999,41.080257,6023600
2013-12-25,64.769997,65.919998,63.660000,64.029999,40.850586,3133160
2013-12-26,64.260002,64.260002,62.279999,63.020000,40.206215,1409390
2013-12-27,63.240002,64.529999,63.150002,64.260002,40.997322,9126260
2013-12-30,64.239998,65.199997,63.740002,65.000000,41.469437,5584940
2014-01-06,63.200001,64.980003,62.549999,62.919998,40.142410,2506550
2014-01-08,62.970001,65.000000,62.610001,65.000000,41.469437,1687240
2014-01-09,64.639999,65.199997,64.639999,65.070000,41.514095,1962760
2014-01-10,65.019997,65.430000,64.750000,65.300003,41.660835,2529910
2014-01-13,65.250000,65.459999,64.559998,65.199997,41.597031,935420
2014-01-14,65.059998,65.300003,64.580002,64.809998,41.348217,1410050
2014-01-15,65.239998,65.300003,64.680000,65.000000,41.469437,2672500
2014-01-16,64.900002,65.120003,64.639999,64.699997,41.278038,1685050
2014-01-17,65.320000,65.449997,64.050003,64.500000,41.150440,1682480
2014-01-20,64.279999,65.070000,63.410000,63.660000,40.614525,1336290
2014-01-21,64.389999,64.699997,63.700001,64.199997,40.959045,1567770
2014-01-22,64.209999,64.250000,63.299999,63.599998,40.576248,1083340
2014-01-23,63.700001,64.250000,63.410000,64.000000,40.831444,1479180
2014-01-24,63.720001,64.099998,62.000000,62.450001,39.842556,3929840
2014-01-27,62.000000,62.779999,60.549999,61.990002,39.549088,2928340
2014-01-28,61.750000,63.750000,61.160000,62.310001,39.753242,3830630
2014-01-29,63.099998,63.799999,62.349998,63.299999,40.384850,2525530
2014-01-30,63.450001,63.799999,61.000000,61.000000,38.917473,5667870
2014-01-31,61.200001,61.799999,60.150002,61.799999,39.427860,3809160
2014-02-03,61.610001,62.220001,60.980000,61.000000,38.917473,840940
2014-02-04,61.150002,61.169998,60.470001,60.880001,38.840912,539110
2014-02-05,60.650002,62.709999,59.779999,62.410000,39.817043,2481150
2014-02-06,62.660000,65.019997,61.689999,64.959999,41.443916,3331600
2014-02-07,64.980003,65.139999,62.509998,63.540001,40.537971,3816370
2014-02-10,63.750000,64.680000,62.599998,62.599998,39.938259,1031490
2014-02-11,62.990002,64.260002,62.849998,63.680000,40.627289,972820
2014-02-12,63.599998,64.300003,62.509998,62.619999,39.951019,1875990
2014-02-13,63.000000,64.230003,62.790001,63.900002,40.767643,2427220
2014-02-14,64.099998,65.790001,63.930000,65.790001,41.973450,2617100
2014-02-17,66.449997,66.449997,64.820000,65.330002,41.679977,9278240
2014-02-18,65.300003,65.599998,64.860001,65.300003,41.660835,2389160
2014-02-19,65.019997,65.699997,64.919998,65.269997,41.641689,2640710
2014-02-20,65.019997,65.269997,63.950001,63.950001,40.799545,2816070
2014-02-21,64.260002,65.269997,64.139999,65.269997,41.641689,1801470
2014-02-24,65.300003,65.699997,64.910004,65.250000,41.628933,3723440
2014-02-25,65.250000,65.500000,64.900002,65.150002,41.565132,2341670
2014-02-26,65.290001,65.339996,63.750000,64.099998,40.895245,5511320
2014-02-27,64.050003,65.410004,63.849998,64.000000,40.831444,9252410
2014-02-28,62.939999,65.500000,62.000000,62.849998,40.097755,11844470
2014-03-03,61.000000,61.990002,53.000000,57.000000,36.365505,14275640
2014-03-04,56.520000,61.970001,56.029999,56.500000,36.046509,9355500
2014-03-05,57.490002,59.520000,56.450001,58.990002,37.635113,9497190
2014-03-06,59.500000,59.660000,57.400002,57.669998,36.792957,8257660
2014-03-07,57.810001,58.049999,55.599998,57.000000,36.365505,4294920
2014-03-11,56.830002,56.990002,53.049999,54.799999,34.961926,7825670
2014-03-12,53.970001,54.939999,53.060001,53.509998,34.138916,2629910
2014-03-13,54.000000,54.610001,48.860001,49.130001,31.344511,6179170
2014-03-14,47.000000,49.500000,42.740002,49.500000,31.580570,16963860
2014-03-17,48.849998,52.869999,48.849998,50.849998,32.441856,5768280
2014-03-18,51.020000,60.400002,50.619999,56.060001,35.765793,11424100
2014-03-19,56.549999,59.790001,55.169998,56.099998,35.791317,12429140
2014-03-20,54.970001,57.400002,54.720001,56.340000,35.944435,2580070
2014-03-21,54.000000,56.000000,53.619999,54.970001,35.070385,4152380
2014-03-24,55.610001,56.869999,55.330002,56.500000,36.046509,2778050
