Date,BRAZIL (BVSP),RUSSIA (MOEX),INDIA (NIFTY),CHINA (SSE)
2015-04-07,0.026891173884790343,0.09607165540282225,0.008624231183578468,0.03965153008687339
2015-04-08,-0.0012656107502465597,-0.023503629581330676,0.006246964564525115,0.008439766563752338
2015-04-09,0.002646242149792144,-0.03856354401589357,0.007332623144788553,-0.009331379800797124
2015-04-10,0.00763897923907586,0.01659733787358597,0.00023350808761768427,0.01939999106554735
2015-04-13,0.00047958092005750963,0.013605473985809136,0.006110279588982026,0.021665361293937035
2015-04-16,0.008001474926253582,0.02013417346345836,-0.014410211116142269,0.01773737407050957
2015-04-17,-0.013150674909463311,-0.03157892273278262,-0.011565827781439886,0.022044470211314504
2015-04-20,-0.0035955889166898736,0.027038129134737243,-0.018347709853590466,-0.016378330693889498
2015-04-22,0.015922322873458405,0.0027780896937723565,-0.0021779352578181754,0.043019604961706426
2015-04-23,0.019554351209330356,-0.02361475264406676,-0.003724971146497391,0.0036407169105288073
2015-04-24,0.016323965161174403,0.016078722965106707,-0.011079600295360037,-0.00471667032476053
2015-04-27,-0.018712230978549016,0.019282212993028125,-0.011011130911170564,0.030432297604988223
2015-04-28,0.004987845502836041,-0.030006627693943577,0.008741362792442642,-0.011304765928409899
2015-04-29,-0.008725722066939001,-0.004303993755953139,-0.0055336500873391925,9.053921988200209e-05
2015-04-30,0.01633981021238129,0.04011892866627709,-0.007069389241178392,-0.007810654262848771
2015-05-04,0.020007469455263216,0.0,0.01838907229725595,0.008737527763540642
2015-05-05,0.012170031732747555,0.03116894049042873,-0.0008581892393320079,-0.040566739827700204
2015-05-06,-0.016347412664507677,-0.007556824165161347,-0.02736399797424327,-0.016153684646390443
2015-05-07,-0.00318722308810393,-0.03553305736020884,-0.0049030745955293,-0.02767672756278039
2015-05-08,0.004005551553908138,-0.03302621325145805,0.016655728128264657,0.022786539813008266
2015-05-12,-0.006246828465939935,0.01374331332857115,-0.00788009583104432,0.046435116615825
2015-05-13,-0.00739540780391601,0.040634262782537345,0.013350641679427566,-0.005784640715051137
2015-05-14,0.0050557014120484745,-0.0285713807970549,-0.0013660455389348236,0.0005830459477744743
2015-05-15,0.010448841272923115,0.011904770006035958,0.004638677694542848,-0.015901135493449403
2015-05-18,-0.01825359394923931,0.017854566937897554,0.013470839079329222,-0.00584857616375456
2015-05-19,-0.012543591203473037,-0.01237427571244154,-0.0009553778371973465,0.031297028614353906
2015-05-20,-0.01077496891835894,0.00757280484019196,0.006885251750655019,0.006505034818881317
2015-05-21,0.003843281543141286,0.022410383063360628,-0.00026711779894939003,0.018697346503876666
2015-05-22,-0.013336478443896072,0.004410638224926489,0.004506613822586214,0.028298162444848396
2015-05-25,0.004266509737572921,0.004258137749221458,-0.010485957826354086,0.03353696941392936
2015-05-26,-0.017927447856580403,-0.01550263620519754,-0.0036916927212448103,0.02017100094048563
2015-05-27,0.011299645720678653,-0.018977342191558666,-0.0005695887836233426,0.0062752067838993675
2015-05-28,-0.0047938638542665,-0.022773890355847315,-0.0018716686741803157,-0.0650478280716692
2015-05-29,-0.022528531199051405,0.010809992145059955,0.013781751532635944,-0.0018444764417406834
2015-06-01,0.0051364670204701035,0.0031944756804247465,-2.964315431741582e-05,0.0470524047660954
2015-06-02,0.0227225585035169,0.017582599908051444,-0.023353592485681363,0.016937979552040572
2015-06-03,-0.013146249723430925,-0.03197278842786444,-0.012305070097008985,-0.00011176560401882085
2015-06-05,-0.010275956131009067,0.023190538791387327,-0.0025076400725562165,0.02303842570739878
2015-06-08,-0.003077039246408564,-0.008241816592501006,-0.00869413426308363,0.021656895242204044
2015-06-09,0.00011361484567307123,0.0006925422136236925,-0.0027038282807972935,-0.0035750399325474858
2015-06-10,0.020069675855801217,-0.010380686829685848,0.012720668907886257,-0.0014663140474011627
2015-06-11,-0.0034709332541391635,0.0020979271584260495,-0.01958287554004745,0.003046715611638273
2015-06-15,-0.010262809886568913,-0.0013956169176063682,0.006095124935210139,-0.01144167675901997
2015-06-16,0.010613873311001498,-0.007687050043090449,0.004167746466569255,-0.03467534506037118
2015-06-17,-0.008435440020855833,0.024929715166432276,0.005498738840636452,0.016463823512258946
2015-06-18,0.01859189843940734,-0.02006330656509414,0.010263830168688148,-0.036744311955269726
2015-06-19,-0.009034089861538752,-0.0022437179814374097,0.006159334572503061,-0.06415242455494519
2015-06-23,0.0004279149379522451,-0.027266376319791008,0.019039581552141138,0.02191166752851803
2015-06-24,0.0013203897939448872,-0.019650272037503247,-0.002469733698611587,0.024835115920883943
2015-06-25,-0.012387868432293891,0.005305716345529454,0.004443375103889924,-0.03461959561905703
2015-06-26,0.015815405446065967,0.020231650149314495,-0.0020124304596331744,-0.0739668999144345
2015-06-29,-0.018568228520650876,-0.003017608486645451,-0.00748102527413852,-0.033352552398422275
2015-06-30,0.0012638171049157432,0.006341851092515727,0.0060227455574517474,0.05531469971746428
2015-07-01,-0.006085039844765494,-0.014608964702875205,0.01010334050307704,-0.05225873434218131
2015-07-02,0.006596156033208178,0.011191945591181307,-0.000964079733113743,-0.03476647573909197
2015-07-03,-0.011053364968176882,-0.014948978260838519,0.0047365863595774105,-0.057721823406565176
2015-07-06,-0.007045069403453952,-0.022471933308533254,0.00439015171462831,0.024138627838882654
2015-07-07,0.0037392855088305144,-0.007463818145312384,-0.00133189224306407,-0.012920615626543563
2015-07-08,-0.010736665138315726,0.0015039246516403981,-0.01736029555215224,-0.05900878156756206
2015-07-10,0.015623189525317605,-0.0073584286338330696,-0.00029893400832137207,0.10567174397510404
2015-07-13,0.010039740640033434,0.02223910243486915,0.011853357531669939,0.023875622485564074
2015-07-14,0.002259078672414816,0.03951449614534286,-0.0006561479190563269,-0.011560804310613793
2015-07-15,-0.00632994609215054,0.028331556225563048,0.00824454397554053,-0.03026744085371813
2015-07-16,0.0031756833390041983,-0.0034611538655506813,0.009884089482085079,0.004591305350513553
2015-07-17,-0.01371773129828524,-0.0012503025197636575,0.00020908382743733966,0.03509543508397561
2015-07-20,-0.014175996331817653,-0.023508281398461506,-0.000743266641186402,0.008783159939287355
2015-07-21,-0.0024418604651162967,0.0035613027574539213,-0.008601200486173077,0.006403866956267823
2015-07-22,-0.010840424291875483,-0.006387665765676287,0.012198887691611704,0.0020832628069518133
2015-07-23,-0.02178097258229239,-0.01499997611420012,-0.005061700932414315,0.02431118675928201
2015-07-24,-0.01126347702130226,-0.01218270069558669,-0.007945470389225218,-0.012855452175660642
2015-07-27,-0.010356171059578423,-0.005285378859970158,-0.018840446711441916,-0.08483361880891915
2015-07-28,0.017769205515430153,0.031881850888173746,-0.002870470039468942,-0.016791082097483367
2015-07-29,0.01296318696826737,-0.003003958965013931,0.004563968453880296,0.03444333844721803
2015-07-30,-0.006926062294755675,0.012768827442063202,0.005582056356499443,-0.022010598812807425
2015-07-31,0.01939996392568699,-0.0012747811150678467,0.013185994273346546,-0.011344493343096174
2015-08-03,-0.014292735672859491,0.0,0.0011954032319099195,-0.011141947890070392
2015-08-04,-0.0015955961546132436,0.0,-0.003060899163282005,0.03688749551265147
2015-08-05,0.004574693355707371,0.024113492313719176,0.005993941652052914,-0.016497053885091373
2015-08-06,-0.005488496032771906,0.015373847306842325,0.002416003306377812,-0.008941205118394469
2015-08-07,-0.028673691787806654,0.01486845487377031,-0.0028002981731799492,0.022576849127554866
2015-08-10,0.015974638203264835,-0.01075267557333881,-0.0045536279313066474,0.0491986836090712
2015-08-11,-0.00569367616963512,0.0,-0.007418833032368788,-0.00012908004754219604
2015-08-12,-0.013938702314965745,0.005434776171656885,-0.01334137907513644,-0.010587796718787734
2015-08-13,-0.007811854178721989,0.016216139178244493,0.0007664473528847804,0.01755795683475858
2015-08-14,-0.010456154967715015,0.01303208391378008,0.01947141267654673,0.002725730335028098
2015-08-17,-0.006125284162667333,-0.002362984155690695,-0.004842373519467813,0.007145173933264415
2015-08-18,0.0049558421754876125,-0.010526322915005215,-0.0012680924642607394,-0.06147328919321071
2015-08-19,-0.018187182567279914,-0.01196781061666774,0.003378068594495076,0.012257954355185285
2015-08-20,0.0013093500472225461,0.002960875521478945,-0.014408266524589597,-0.034215641898102445
2015-08-21,-0.01991468198675217,-0.03650027127682054,-0.00869484995969072,-0.042722349102853
2015-08-24,-0.030271216097987774,-0.032033559215115526,-0.059150980845132595,-0.08490895453902314
2015-08-25,0.004714002165283393,0.027338195827615763,0.009181738378793769,-0.07630692677418782
2015-08-26,0.03351666853743396,-0.004201670580716299,-0.011274391209092238,-0.012708051886907934
2015-08-27,0.036426430340153804,0.032630030471238136,0.02016210463806578,0.05339514711501492
2015-08-28,-0.011757309022319973,0.007899777825378651,0.0066675471225543514,0.04824214070948529
2015-08-31,-0.011197353352843886,0.004189149010442206,-0.003830365005164982,-0.008156299039609682
2015-09-01,-0.024642903101273927,0.030816857980779266,-0.02326467596710835,-0.012277676811026428
2015-09-02,0.021703278580381236,-0.02206250401341492,-0.008842977598256918,-0.0020390898802953306
2015-09-08,0.006413567493112948,0.001201207892503886,-0.003725541013347211,0.0032545469989515574
2015-09-09,-0.002245412942132541,-0.001599904911922967,0.016954456215653835,0.022910679360364172
2015-09-10,-0.0032792507019311357,0.03645825291901472,-0.0039009540861160152,-0.013936109509511296
2015-09-11,-0.0022148632375709187,0.03839721262182705,0.00015404360304849263,0.0007319885160914641
2015-09-14,0.01898665977026348,0.017123668313404172,0.010649249236337477,-0.026696733431596287
2015-09-15,0.0017342751998645767,-0.024155240830815106,-0.005481266728063705,-0.035195211253268854
2015-09-16,0.02510345410016046,-0.008501087377468908,0.008947363441922596,0.048945888679729155
2015-09-18,-0.02654830803451902,0.008700106559129006,0.01047581081845883,-0.017240296273394073
2015-09-21,-0.014260324983073835,0.011125127260461332,-0.0006013360301343473,0.018923375658994823
2015-09-22,-0.0069757458682120355,-0.011126387956353567,-0.020696756461836885,0.009212256661002893
2015-09-23,-0.019993515616556823,-0.012376338493337413,0.004345903097798365,-0.021889296641088185
2015-09-24,-0.001058667842964267,0.005063302679836346,0.002874069352921671,0.008600782032168075
2015-09-28,-0.029475404044864484,-0.023929597292826177,-0.00925205630043846,-0.013342374802165047
2015-09-29,0.003981163409695787,0.025806531914152275,0.0061058800119748735,-0.020194797300961853
2015-09-30,0.02100516631922411,0.006289178954870467,0.013463733329775351,0.004820073347035603
2015-10-08,0.08983776825939316,0.03812512902892906,0.022701279198974245,0.029669972337347694
2015-10-09,0.00470401368440343,0.028296066348385995,0.0074237296059924684,0.01266008500961413
2015-10-13,-0.04002999716243061,0.018149961017820182,-0.0070820663295355635,0.034581407529976405
2015-10-14,-0.013787133416379826,-0.01437616177256762,-0.002926853232321003,-0.00934919886767227
2015-10-15,0.009655320059944295,-0.025204202871589865,0.008830905519978005,0.023182666568063226
2015-10-16,0.0015902970674921413,0.028250033879136716,0.007170412739164966,0.01596102093391072
2015-10-19,0.004466932001016222,0.004656721584622936,0.004479089631613586,-0.0013717537813947578
2015-10-20,-0.007798174805572544,-0.0005795742821561589,-0.0016192547858630002,0.011406421460098404
2015-10-21,-0.0010833315631837426,-0.00301445701673575,-0.0012043835709677486,-0.030552983396305522
2015-10-23,0.012142219197890602,0.06989178959632159,0.005301937657224753,0.027632342423407508
2015-10-26,-0.008151774271487722,0.033695641672041754,-0.004207172507772361,0.005024851055862589
2015-10-27,-0.0035162786756762765,-0.03207137234050417,-0.0033471638877191623,0.001386432606125032
2015-10-28,-0.006419658610207657,-0.003802336797936734,-0.007494345014479653,-0.017220182902212056
2015-10-29,-0.023812070772983085,-0.0042530184006975835,-0.007275576853003618,0.0035905754327818507
2015-10-30,0.005281844481458853,-0.01609900766464545,-0.0056646463463494445,-0.0014034437549512724
2015-11-03,0.047635658069720366,0.018477407453696193,-0.0006322510009283411,-0.019472218333526747
2015-11-05,-0.00014566945519622898,-0.002185766131645117,-0.013057178341068454,0.06214741475293195
2015-11-06,-0.02347701209232622,-0.005367131635463762,-0.00014460401005633727,0.019079290830640083
2015-11-09,-0.01543084890982327,-0.006827314065448453,-0.004915531342610691,0.015835268957222315
2015-11-10,-0.00034635783093406314,0.00343721842361866,-0.016657834767500712,-0.001753826576080253
2015-11-13,0.007319344290694918,-0.03602215779833562,-0.002710927522767137,-0.016384079112234717
2015-11-16,0.007094180622138069,0.043099506564762136,0.005713562175915676,0.0072937987969827756
2015-11-17,0.008559779708412485,0.03736267884883171,0.00396455647932159,-0.0005994274346542428
2015-11-18,0.003979004402302699,-0.009533920531587858,-0.013492737224143236,-0.010077384368885278
2015-11-19,0.014819967956825941,-0.004385058457001878,0.014349853565563286,0.013617606702619467
2015-11-23,0.0002285049544028528,0.00988299092501621,0.0008287909215518585,-0.0018653456804489377
2015-11-24,0.002782969885773534,-0.000744676319812787,-0.0022486099945853155,0.00160598066782347
2015-11-26,-0.023568884102394216,0.009154883575639872,0.006665267167220268,0.005375651922686409
2015-11-27,-0.027001230221015526,0.02320672850667549,0.00747106616820048,-0.05480571393020617
2015-11-30,-0.01641488457262441,-0.0257733287736841,-0.0009379927250294795,0.002648791464438638
2015-12-01,-0.0016179078014184611,0.01587313013099534,0.0024762801424025316,0.003164810206121027
2015-12-02,-0.002930272826159319,-0.013645781659990863,-0.0029604148751234405,0.023318501062226327
2015-12-03,0.03290660135812096,-0.007075884735742499,-0.008472731019268376,0.013548270481423819
2015-12-04,-0.022244735197120225,-0.0023399151331234824,-0.010458854551981811,-0.01669036817909586
2015-12-07,-0.003042260973082578,-0.0022386956056668073,-0.0021203048365809885,0.0033858400793513876
2015-12-08,-0.017247860601906084,-0.035687573506017145,-0.008203016947471387,-0.018902548444510003
2015-12-09,0.03746371757082101,-0.02160657147443712,-0.011581883576552321,0.0006826654659930487
2015-12-10,-0.010345276307799134,0.010985120734918086,0.009300466995073808,-0.004879523634765848
2015-12-11,-0.008064692862308487,0.016018796740560504,-0.00948155243826243,-0.00605240675847285
2015-12-14,-0.011400039767580639,-0.02094823131483159,0.005203320301079728,0.02506474956375726
2015-12-15,0.002793483362013127,0.0686937823687026,0.00664702822807306,-0.002929547770711638
2015-12-16,0.0032091281868424915,-0.02739740075250441,0.006492747683555011,0.001661658053106141
2015-12-17,0.005442509330015888,0.02069352694712623,0.012056689827188771,0.01814807084555614
2015-12-18,-0.02982700338039368,0.00647485737869502,-0.010504363264078331,-0.0002890816431376786
2015-12-21,-0.016191842590694838,0.01244474053942346,0.009340436124764429,0.01774474709170959
2015-12-22,0.006250000000000089,-0.0026042024863225377,-0.006171472891723373,0.0025518840485094785
2015-12-23,0.012537382102599581,0.007832886793504246,0.0102554675633455,-0.004293258199005279
2015-12-28,-0.005702601385891182,-0.030569813294537784,0.007526071934402578,-0.0281373901674985
2015-12-29,-0.0025134814002376604,0.0007481088151943815,0.0004795231695291502,0.008477335608905179
2015-12-30,-0.0069638521097723505,-0.023712813232816377,-0.0041241518985225545,0.002564694125649414
2016-01-04,-0.027889273356401345,0.004923487500749779,-0.0132911438974197,-0.07742164065607027
2016-01-05,0.006596900880377676,0.026673813493643284,-0.0008535036728701817,-0.0025929762937854095
2016-01-06,-0.015229024729484397,0.0014845603495938775,-0.005607175987295876,0.022547344154621785
2016-01-11,-0.04364062911449984,0.000635301336494587,-0.02288462756749765,-0.10266282064752397
2016-01-12,-0.01091364205256573,-0.007936497014789046,-0.007079766561497669,0.0020409631809490403
2016-01-13,-0.014425266993976837,-0.02293331269992338,0.006937152757245935,-0.024236694298585992
2016-01-14,0.01427691043549717,0.0005459776489891155,-0.0033851815999877966,0.019681333923170508
2016-01-15,-0.023569620253164558,-0.055210123334905714,-0.01313554858314303,-0.03546921785910606
2016-01-18,-0.016386216909953566,0.041113214888250704,-0.011670091596395094,0.004435393378293018
2016-01-19,0.00316313888815678,0.0033278268496481633,0.011440633655285026,0.03222627167252656
2016-01-20,-0.01082586646346273,-0.002653510317231822,-0.01691978471599065,-0.010321680789289411
2016-01-21,0.0019126045955637494,-0.0023276761253679945,-0.0044463903338276545,-0.03232181575479143
2016-01-22,0.008325158416629064,0.0031110261293991748,0.020015720358270928,0.012525708831611304
2016-01-27,0.009071546895953242,0.03732836560783048,0.0020612876608192554,-0.0620607092375447
2016-01-28,0.006618720033354286,-0.010144192552651643,-0.0017612985109745072,-0.029206916078282297
2016-01-29,0.045974631115713205,0.035490769436371306,0.018707939745763014,0.030854545224278995
2016-02-01,0.004058803148047296,0.00531310201906221,-0.0010047676284190565,-0.01780614123867552
2016-02-02,-0.048656642839536635,-0.003108845274193861,-0.013287592878317045,0.02258064733513887
2016-02-03,0.02572805472069639,0.03534306097665141,-0.012574525347161858,-0.00375440441403585
2016-02-04,0.03114501502942746,-0.07329330421446434,0.005732320372436428,0.015250861982303743
2016-02-05,-0.005634216843858675,0.007909139335153581,0.011493800378174157,-0.006303797674989897
2016-02-15,-0.012293062672447785,-0.028270536051220096,-0.04354994575210713,-0.006258711209131906
2016-02-16,0.021325418402214913,0.006637263550618,-0.016012982343513338,0.032909158166091634
2016-02-17,0.01667969131581515,0.0,0.008541154896605674,0.010846492300706778
2016-02-18,-0.0036751459249116936,0.01615378709469395,0.011718420009271702,-0.0015501573825503767
2016-02-19,0.001567095809826835,-0.02725212941791899,0.0026419160844022294,-0.0010032054756459186
2016-02-22,0.040728883325710674,0.023790936395155615,0.0033006004923203935,0.023480265737181982
2016-02-24,-0.026598820400138723,0.01205369553900959,-0.02983594222418917,0.0005879207670167474
2016-02-25,-0.004681002732564998,0.020278917843564725,-0.006853134578146736,-0.06406880929069347
2016-02-26,-0.007042589763177953,0.01808810588947174,0.008485625508336092,0.009471916188368956
2016-02-29,0.02887505109032773,0.022621618007438116,-0.006074212454212469,-0.028632072779677387
2016-03-01,0.031032387717904397,-0.012121154031282777,0.033669432244729736,0.0168122287907575
2016-03-02,0.017474275871447453,-0.0020450236906920383,0.02029136105628626,0.042628519018218514
2016-03-03,0.05123293163744913,0.0010243875604778463,0.01448665647696834,0.0035362376790013528
2016-03-04,0.04009069141609989,0.013306218836015793,0.0013042431205767535,0.005031515153800958
2016-03-09,-0.00855658551492311,0.009090815000970753,0.006205415430389882,-0.004032871355879708
2016-03-10,0.018617075927257698,0.020220238210954866,-0.006060955439853299,-0.020202167523919012
2016-03-11,0.001371769784753285,-0.005102064423848196,0.0032126384476451886,0.0019897882548085555
2016-03-14,-0.015552287515864571,0.024161865417320127,0.00380147056785618,0.01750418726956937
2016-03-15,-0.035545460126465755,-0.0014444218292447575,-0.010366427060188865,0.0017027097966595406
2016-03-16,0.013430935709739078,0.019286572561259208,0.005113516540073748,0.0021163524272398426
2016-03-17,0.06597156795008696,0.0007567011566500526,0.0018402807134521026,0.011984998698794103
2016-03-18,-0.0019444553560906686,-0.005483093662819072,0.012219591933873453,0.017322127566418377
2016-03-21,0.0070254846010036065,-0.009030534685670721,0.01313720445699551,0.021539381118000467
2016-03-22,-0.003165793793480809,-0.007290040648364249,0.001382341175325097,-0.006439297770148955
2016-03-23,-0.02587727896490888,0.009662681616468882,0.00020740359827420285,0.0035330581424377616
2016-03-28,0.023103240088548915,-0.012537025212375097,-0.01314065988466262,-0.01732245401120802
2016-03-29,0.006235493135056558,-0.022000340299689447,-0.002376869347358257,-0.01284325487239213
2016-03-30,0.0018375525364089373,0.008918746064885408,0.01819141700671323,0.027677273261613955
2016-03-31,-0.023298015571035502,0.031824141561331176,0.00041365535724180447,0.001089772025082869
2016-04-01,0.010128858255918471,0.0,-0.0032758835574584477,0.0018692239717503778
2016-04-05,-0.029824769589810507,-0.025226126522948644,-0.014242045984039775,0.014465684535623469
2016-04-06,-0.019529498104130183,0.0026366104215269637,0.0014664749992159276,-0.0008099729444962511
2016-04-07,0.008670159680638667,0.00321416409692743,-0.008917360263988261,-0.013824240813981703
2016-04-08,0.03669119617422134,0.011650638755928533,0.0011594855559766692,-0.007798749711909525
2016-04-11,-0.0025450857972282304,0.003358768261461309,0.015380096357592077,0.01641531400732532
2016-04-12,0.03661915678261729,0.0033478254136234398,0.004894842333823757,-0.0033985435174740397
2016-04-13,0.022076073997153944,0.0,0.018355287869388004,0.014218576862792265
2016-04-18,-0.0048165569143932,-0.008579605748436525,0.008184244012008568,-0.010753805195129695
2016-04-20,0.01393352743222298,0.0465383848425045,6.292720984069078e-06,-0.020132753760039868
2016-04-22,-0.013481009117860987,0.010198485992243711,-0.001952076186866325,-0.004489021696888695
2016-04-25,-0.019770167082482804,-0.006366428241823874,-0.005601762319742742,-0.004247735243669726
2016-04-26,0.02354324939261887,-0.04814659280650324,0.013698206844151128,0.006118781362441261
2016-04-27,0.026279599871898762,-0.006058195905918273,0.0021663642395814975,-0.0037201245260182203
2016-04-28,-0.003047101582290046,0.013061120472449561,-0.016623003249295554,-0.002736183982268492
2016-04-29,-0.007383267049639097,-0.024448375687977197,0.00032492975246101174,-0.002466445836885045
2016-05-04,-0.025189664446958915,0.029368445503968443,-0.01824887303606848,0.018019795791919035
2016-05-05,-0.01678305710425665,0.01027101401353292,0.0037565701555859476,0.002196412783358692
2016-05-06,0.0009096011302278662,-0.021651132307523357,-0.0002649867494020075,-0.028218295975254715
2016-05-10,0.026161104451061457,-0.01087278651535939,0.019958699688761516,-0.027686273773720904
2016-05-11,-0.005784703510391731,0.03151765166264342,-0.004937968503626156,0.0015696035536174602
2016-05-12,0.009040254719126617,0.009053092733134482,0.006567816094886769,-0.0004141813994157362
2016-05-13,-0.026990477263762913,0.04434881106744748,-0.01082223698301088,-0.0030866007625606207
2016-05-16,-1.930352868506624e-05,0.00038355532382050583,0.005867010272040396,0.008401931071429392
2016-05-17,-0.018608960870992064,-0.00622847954602157,0.003816429729987636,-0.002517827536517747
2016-05-18,-0.005448572945966679,0.014559719243822267,-0.002610664132053464,-0.012719474089597615
2016-05-19,-0.00848463272813571,-0.00019008657916230742,-0.011022661712956072,-0.00021652964800489283
2016-05-20,-0.00817824586599647,-0.011406893916747651,-0.00432968977879955,0.0066182850299549845
2016-05-23,-0.007903786979868488,0.0,-0.002406595033448311,0.006427966679862118
2016-05-24,0.0003040745996352179,0.010576943071238576,0.0023024418997390494,-0.007729165857699005
2016-05-25,0.0027966359306921262,0.01018083756518351,0.024009988791500625,-0.0023319832902578552
2016-05-27,-0.008730271002162393,0.007252497514715017,0.027946162237548533,0.0021171502864436587
2016-05-30,-0.0017736641454811908,-0.0017767031967147462,0.00267880787609176,0.0004980528679083829
2016-05-31,-0.01004819867657869,0.02482437328690068,-0.002249789325670881,0.03336286135777944
2016-06-01,0.01116108268691196,-0.024497237950399375,0.0024325800862252667,-0.0010655876656935348
2016-06-02,0.017832003754105985,0.011993973273512148,0.004767755190470124,0.004022967079785111
2016-06-03,0.014673161344638919,0.01018520386311983,0.00022504212291329928,0.004598915497420641
2016-06-06,-0.003694264999308583,0.019248317519944047,-0.0024024426416500155,-0.0015598779246566163
2016-06-07,0.001110406091370475,0.010791498575260627,0.007974636364252552,0.0006635845381981476
2016-06-08,0.02259942956742189,-0.006672651704136445,0.00079836082530238,-0.003026515682173936
